show_id,duration,type_id
s4037,100 min,1
s4038,99 min,1
s4039,105 min,1
s4040,128 min,1
s4041,91 min,1
s4042,127 min,1
s4043,1 Season,2
s4044,2 Seasons,2
s4045,1 Season,2
s4046,94 min,1
s4047,124 min,1
s4048,103 min,1
s4049,118 min,1
s4050,162 min,1
s4051,89 min,1
s4052,89 min,1
s4053,108 min,1
s4054,103 min,1
s4055,1 Season,2
s4056,2 Seasons,2
s4057,1 Season,2
s4058,1 Season,2
s4059,87 min,1
s4060,93 min,1
s4061,90 min,1
s4062,131 min,1
s4063,114 min,1
s4064,3 Seasons,2
s4065,107 min,1
s4066,97 min,1
s4067,103 min,1
s4068,125 min,1
s4069,130 min,1
s4070,119 min,1
s4071,110 min,1
s4072,120 min,1
s4073,102 min,1
s4074,125 min,1
s4075,127 min,1
s4076,121 min,1
s4077,113 min,1
s4078,118 min,1
s4079,132 min,1
s4080,1 Season,2
s4081,61 min,1
s4082,80 min,1
s4083,110 min,1
s4084,70 min,1
s4085,6 Seasons,2
s4086,117 min,1
s4087,89 min,1
s4088,84 min,1
s4089,131 min,1
s4090,2 Seasons,2
s4091,2 Seasons,2
s4092,139 min,1
s4093,42 min,1
s4094,79 min,1
s4095,96 min,1
s4096,114 min,1
s4097,99 min,1
s4098,111 min,1
s4099,112 min,1
s4100,96 min,1
s4101,103 min,1
s4102,104 min,1
s4103,102 min,1
s4104,97 min,1
s4105,1 Season,2
s4106,1 Season,2
s4107,132 min,1
s4108,120 min,1
s4109,137 min,1
s4110,1 Season,2
s4111,82 min,1
s4112,1 Season,2
s4113,115 min,1
s4114,130 min,1
s4115,3 Seasons,2
s4116,62 min,1
s4117,2 Seasons,2
s4118,26 min,1
s4119,1 Season,2
s4120,2 Seasons,2
s4121,91 min,1
s4122,63 min,1
s4123,3 Seasons,2
s4124,74 min,1
s4125,136 min,1
s4126,1 Season,2
s4127,1 Season,2
s4128,1 Season,2
s4129,59 min,1
s4130,1 Season,2
s4131,1 Season,2
s4132,1 Season,2
s4133,1 Season,2
s4134,91 min,1
s4135,93 min,1
s4136,84 min,1
s4137,100 min,1
s4138,51 min,1
s4139,22 min,1
s4140,22 min,1
s4141,22 min,1
s4142,2 Seasons,2
s4143,1 Season,2
s4144,1 Season,2
s4145,1 Season,2
s4146,24 min,1
s4147,113 min,1
s4148,110 min,1
s4149,120 min,1
s4150,1 Season,2
s4151,56 min,1
s4152,127 min,1
s4153,74 min,1
s4154,91 min,1
s4155,137 min,1
s4156,86 min,1
s4157,106 min,1
s4158,125 min,1
s4159,114 min,1
s4160,143 min,1
s4161,121 min,1
s4162,119 min,1
s4163,1 Season,2
s4164,5 Seasons,2
s4165,150 min,1
s4166,88 min,1
s4167,1 Season,2
s4168,4 Seasons,2
s4169,1 Season,2
s4170,105 min,1
s4171,119 min,1
s4172,1 Season,2
s4173,1 Season,2
s4174,96 min,1
s4175,1 Season,2
s4176,95 min,1
s4177,98 min,1
s4178,96 min,1
s4179,2 Seasons,2
s4180,1 Season,2
s4181,96 min,1
s4182,90 min,1
s4183,97 min,1
s4184,3 Seasons,2
s4185,1 Season,2
s4186,90 min,1
s4187,88 min,1
s4188,105 min,1
s4189,127 min,1
s4190,1 Season,2
s4191,125 min,1
s4192,116 min,1
s4193,102 min,1
s4194,65 min,1
s4195,106 min,1
s4196,117 min,1
s4197,1 Season,2
s4198,136 min,1
s4199,104 min,1
s4200,1 Season,2
s4201,2 Seasons,2
s4202,4 Seasons,2
s4203,2 Seasons,2
s4204,65 min,1
s4205,91 min,1
s4206,99 min,1
s4207,4 Seasons,2
s4208,1 Season,2
s4209,91 min,1
s4210,117 min,1
s4211,95 min,1
s4212,101 min,1
s4213,102 min,1
s4214,122 min,1
s4215,95 min,1
s4216,1 Season,2
s4217,1 Season,2
s4218,92 min,1
s4219,3 Seasons,2
s4220,111 min,1
s4221,13 Seasons,2
s4222,115 min,1
s4223,61 min,1
s4224,97 min,1
s4225,120 min,1
s4226,148 min,1
s4227,2 Seasons,2
s4228,1 Season,2
s4229,48 min,1
s4230,28 min,1
s4231,34 min,1
s4232,61 min,1
s4233,56 min,1
s4234,81 min,1
s4235,68 min,1
s4236,58 min,1
s4237,100 min,1
s4238,50 min,1
s4239,49 min,1
s4240,71 min,1
s4241,29 min,1
s4242,108 min,1
s4243,125 min,1
s4244,100 min,1
s4245,30 min,1
s4246,30 min,1
s4247,146 min,1
s4248,127 min,1
s4249,46 min,1
s4250,57 min,1
s4251,1 Season,2
s4252,1 Season,2
s4253,122 min,1
s4254,312 min,1
s4255,1 Season,2
s4256,109 min,1
s4257,1 Season,2
s4258,1 Season,2
s4259,73 min,1
s4260,96 min,1
s4261,1 Season,2
s4262,1 Season,2
s4263,1 Season,2
s4264,1 Season,2
s4265,5 Seasons,2
s4266,1 Season,2
s4267,1 Season,2
s4268,105 min,1
s4269,124 min,1
s4270,1 Season,2
s4271,2 Seasons,2
s4272,1 Season,2
s4273,1 Season,2
s4274,1 Season,2
s4275,1 Season,2
s4276,105 min,1
s4277,1 Season,2
s4278,78 min,1
s4279,22 min,1
s4280,2 Seasons,2
s4281,95 min,1
s4282,82 min,1
s4283,89 min,1
s4284,90 min,1
s4285,1 Season,2
s4286,85 min,1
s4287,29 min,1
s4288,137 min,1
s4289,1 Season,2
s4290,27 min,1
s4291,1 Season,2
s4292,112 min,1
s4293,112 min,1
s4294,153 min,1
s4295,123 min,1
s4296,90 min,1
s4297,2 Seasons,2
s4298,84 min,1
s4299,78 min,1
s4300,79 min,1
s4301,73 min,1
s4302,83 min,1
s4303,83 min,1
s4304,145 min,1
s4305,1 Season,2
s4306,1 Season,2
s4307,135 min,1
s4308,1 Season,2
s4309,1 Season,2
s4310,1 Season,2
s4311,3 Seasons,2
s4312,8 Seasons,2
s4313,1 Season,2
s4314,35 min,1
s4315,68 min,1
s4316,96 min,1
s4317,1 Season,2
s4318,110 min,1
s4319,58 min,1
s4320,105 min,1
s4321,2 Seasons,2
s4322,1 Season,2
s4323,59 min,1
s4324,28 min,1
s4325,98 min,1
s4326,63 min,1
s4327,2 Seasons,2
s4328,1 Season,2
s4329,155 min,1
s4330,122 min,1
s4331,87 min,1
s4332,73 min,1
s4333,98 min,1
s4334,130 min,1
s4335,105 min,1
s4336,110 min,1
s4337,81 min,1
s4338,115 min,1
s4339,113 min,1
s4340,146 min,1
s4341,1 Season,2
s4342,118 min,1
s4343,109 min,1
s4344,117 min,1
s4345,23 min,1
s4346,95 min,1
s4347,124 min,1
s4348,90 min,1
s4349,96 min,1
s4350,96 min,1
s4351,1 Season,2
s4352,93 min,1
s4353,30 min,1
s4354,1 Season,2
s4355,82 min,1
s4356,127 min,1
s4357,1 Season,2
s4358,114 min,1
s4359,119 min,1
s4360,2 Seasons,2
s4361,101 min,1
s4362,96 min,1
s4363,1 Season,2
s4364,1 Season,2
s4365,44 min,1
s4366,3 Seasons,2
s4367,1 Season,2
s4368,2 Seasons,2
s4369,2 Seasons,2
s4370,104 min,1
s4371,91 min,1
s4372,1 Season,2
s4373,1 Season,2
s4374,91 min,1
s4375,114 min,1
s4376,91 min,1
s4377,1 Season,2
s4378,64 min,1
s4379,89 min,1
s4380,1 Season,2
s4381,1 Season,2
s4382,1 Season,2
s4383,95 min,1
s4384,94 min,1
s4385,2 Seasons,2
s4386,133 min,1
s4387,102 min,1
s4388,1 Season,2
s4389,122 min,1
s4390,1 Season,2
s4391,86 min,1
s4392,111 min,1
s4393,111 min,1
s4394,136 min,1
s4395,121 min,1
s4396,119 min,1
s4397,115 min,1
s4398,128 min,1
s4399,92 min,1
s4400,1 Season,2
s4401,1 Season,2
s4402,99 min,1
s4403,106 min,1
s4404,1 Season,2
s4405,122 min,1
s4406,1 Season,2
s4407,1 Season,2
s4408,2 Seasons,2
s4409,1 Season,2
s4410,1 Season,2
s4411,1 Season,2
s4412,129 min,1
s4413,90 min,1
s4414,7 Seasons,2
s4415,116 min,1
s4416,1 Season,2
s4417,59 min,1
s4418,95 min,1
s4419,122 min,1
s4420,98 min,1
s4421,117 min,1
s4422,95 min,1
s4423,146 min,1
s4424,136 min,1
s4425,91 min,1
s4426,123 min,1
s4427,144 min,1
s4428,121 min,1
s4429,91 min,1
s4430,158 min,1
s4431,2 Seasons,2
s4432,157 min,1
s4433,124 min,1
s4434,106 min,1
s4435,92 min,1
s4436,80 min,1
s4437,3 Seasons,2
s4438,126 min,1
s4439,129 min,1
s4440,133 min,1
s4441,109 min,1
s4442,143 min,1
s4443,140 min,1
s4444,150 min,1
s4445,128 min,1
s4446,120 min,1
s4447,154 min,1
s4448,45 min,1
s4449,132 min,1
s4450,126 min,1
s4451,95 min,1
s4452,135 min,1
s4453,139 min,1
s4454,131 min,1
s4455,118 min,1
s4456,129 min,1
s4457,131 min,1
s4458,146 min,1
s4459,123 min,1
s4460,141 min,1
s4461,93 min,1
s4462,1 Season,2
s4463,91 min,1
s4464,106 min,1
s4465,131 min,1
s4466,95 min,1
s4467,104 min,1
s4468,126 min,1
s4469,118 min,1
s4470,2 Seasons,2
s4471,94 min,1
s4472,100 min,1
s4473,126 min,1
s4474,90 min,1
s4475,87 min,1
s4476,97 min,1
s4477,1 Season,2
s4478,115 min,1
s4479,1 Season,2
s4480,2 Seasons,2
s4481,93 min,1
s4482,138 min,1
s4483,74 min,1
s4484,1 Season,2
s4485,102 min,1
s4486,3 Seasons,2
s4487,104 min,1
s4488,1 Season,2
s4489,1 Season,2
s4490,1 Season,2
s4491,51 min,1
s4492,50 min,1
s4493,86 min,1
s4494,140 min,1
s4495,2 Seasons,2
s4496,3 Seasons,2
s4497,122 min,1
s4498,23 min,1
s4499,4 Seasons,2
s4500,95 min,1
s4501,121 min,1
s4502,1 Season,2
s4503,131 min,1
s4504,2 Seasons,2
s4505,5 Seasons,2
s4506,63 min,1
s4507,150 min,1
s4508,159 min,1
s4509,1 Season,2
s4510,131 min,1
s4511,130 min,1
s4512,2 Seasons,2
s4513,99 min,1
s4514,86 min,1
s4515,1 Season,2
s4516,106 min,1
s4517,57 min,1
s4518,1 Season,2
s4519,1 Season,2
s4520,97 min,1
s4521,1 Season,2
s4522,1 Season,2
s4523,144 min,1
s4524,1 Season,2
s4525,110 min,1
s4526,57 min,1
s4527,119 min,1
s4528,4 Seasons,2
s4529,94 min,1
s4530,1 Season,2
s4531,1 Season,2
s4532,1 Season,2
s4533,89 min,1
s4534,124 min,1
s4535,25 min,1
s4536,1 Season,2
s4537,1 Season,2
s4538,121 min,1
s4539,88 min,1
s4540,111 min,1
s4541,81 min,1
s4542,64 min,1
s4543,1 Season,2
s4544,55 min,1
s4545,137 min,1
s4546,56 min,1
s4547,58 min,1
s4548,80 min,1
s4549,94 min,1
s4550,1 Season,2
s4551,1 Season,2
s4552,4 Seasons,2
s4553,94 min,1
s4554,1 Season,2
s4555,72 min,1
s4556,60 min,1
s4557,140 min,1
s4558,91 min,1
s4559,97 min,1
s4560,146 min,1
s4561,118 min,1
s4562,128 min,1
s4563,137 min,1
s4564,145 min,1
s4565,141 min,1
s4566,106 min,1
s4567,135 min,1
s4568,137 min,1
s4569,129 min,1
s4570,99 min,1
s4571,1 Season,2
s4572,155 min,1
s4573,142 min,1
s4574,214 min,1
s4575,137 min,1
s4576,128 min,1
s4577,151 min,1
s4578,121 min,1
s4579,101 min,1
s4580,145 min,1
s4581,147 min,1
s4582,90 min,1
s4583,129 min,1
s4584,129 min,1
s4585,136 min,1
s4586,117 min,1
s4587,150 min,1
s4588,134 min,1
s4589,100 min,1
s4590,44 min,1
s4591,44 min,1
s4592,111 min,1
s4593,147 min,1
s4594,115 min,1
s4595,121 min,1
s4596,103 min,1
s4597,73 min,1
s4598,129 min,1
s4599,102 min,1
s4600,122 min,1
s4601,155 min,1
s4602,139 min,1
s4603,131 min,1
s4604,127 min,1
s4605,1 Season,2
s4606,156 min,1
s4607,91 min,1
s4608,132 min,1
s4609,1 Season,2
s4610,130 min,1
s4611,137 min,1
s4612,156 min,1
s4613,132 min,1
s4614,119 min,1
s4615,140 min,1
s4616,126 min,1
s4617,107 min,1
s4618,111 min,1
s4619,130 min,1
s4620,126 min,1
s4621,24 min,1
s4622,1 Season,2
s4623,2 Seasons,2
s4624,3 Seasons,2
s4625,108 min,1
s4626,117 min,1
s4627,101 min,1
s4628,1 Season,2
s4629,1 Season,2
s4630,1 Season,2
s4631,124 min,1
s4632,63 min,1
s4633,1 Season,2
s4634,1 Season,2
s4635,1 Season,2
s4636,1 Season,2
s4637,2 Seasons,2
s4638,1 Season,2
s4639,2 Seasons,2
s4640,1 Season,2
s4641,1 Season,2
s4642,114 min,1
s4643,98 min,1
s4644,1 Season,2
s4645,100 min,1
s4646,1 Season,2
s4647,100 min,1
s4648,1 Season,2
s4649,1 Season,2
s4650,123 min,1
s4651,2 Seasons,2
s4652,1 Season,2
s4653,1 Season,2
s4654,77 min,1
s4655,1 Season,2
s4656,2 Seasons,2
s4657,106 min,1
s4658,106 min,1
s4659,2 Seasons,2
s4660,102 min,1
s4661,146 min,1
s4662,96 min,1
s4663,1 Season,2
s4664,3 Seasons,2
s4665,1 Season,2
s4666,104 min,1
s4667,109 min,1
s4668,110 min,1
s4669,110 min,1
s4670,101 min,1
s4671,1 Season,2
s4672,94 min,1
s4673,1 Season,2
s4674,1 Season,2
s4675,2 Seasons,2
s4676,101 min,1
s4677,3 Seasons,2
s4678,3 Seasons,2
s4679,1 Season,2
s4680,141 min,1
s4681,120 min,1
s4682,140 min,1
s4683,1 Season,2
s4684,50 min,1
s4685,57 min,1
s4686,1 Season,2
s4687,31 min,1
s4688,1 Season,2
s4689,90 min,1
s4690,1 Season,2
s4691,110 min,1
s4692,162 min,1
s4693,139 min,1
s4694,130 min,1
s4695,145 min,1
s4696,33 min,1
s4697,1 Season,2
s4698,114 min,1
s4699,100 min,1
s4700,54 min,1
s4701,150 min,1
s4702,105 min,1
s4703,1 Season,2
s4704,1 Season,2
s4705,1 Season,2
s4706,124 min,1
s4707,95 min,1
s4708,12 min,1
s4709,104 min,1
s4710,5 Seasons,2
s4711,1 Season,2
s4712,1 Season,2
s4713,143 min,1
s4714,127 min,1
s4715,100 min,1
s4716,74 min,1
s4717,1 Season,2
s4718,3 Seasons,2
s4719,104 min,1
s4720,148 min,1
s4721,127 min,1
s4722,158 min,1
s4723,124 min,1
s4724,163 min,1
s4725,121 min,1
s4726,154 min,1
s4727,127 min,1
s4728,128 min,1
s4729,98 min,1
s4730,109 min,1
s4731,168 min,1
s4732,162 min,1
s4733,159 min,1
s4734,137 min,1
s4735,133 min,1
s4736,127 min,1
s4737,131 min,1
s4738,90 min,1
s4739,1 Season,2
s4740,88 min,1
s4741,87 min,1
s4742,1 Season,2
s4743,1 Season,2
s4744,2 Seasons,2
s4745,2 Seasons,2
s4746,82 min,1
s4747,86 min,1
s4748,6 Seasons,2
s4749,100 min,1
s4750,57 min,1
s4751,3 Seasons,2
s4752,95 min,1
s4753,1 Season,2
s4754,101 min,1
s4755,1 Season,2
s4756,124 min,1
s4757,72 min,1
s4758,93 min,1
s4759,1 Season,2
s4760,1 Season,2
s4761,92 min,1
s4762,95 min,1
s4763,4 Seasons,2
s4764,1 Season,2
s4765,2 Seasons,2
s4766,133 min,1
s4767,85 min,1
s4768,1 Season,2
s4769,105 min,1
s4770,101 min,1
s4771,88 min,1
s4772,2 Seasons,2
s4773,1 Season,2
s4774,113 min,1
s4775,71 min,1
s4776,75 min,1
s4777,2 Seasons,2
s4778,2 Seasons,2
s4779,2 Seasons,2
s4780,1 Season,2
s4781,2 Seasons,2
s4782,66 min,1
s4783,83 min,1
s4784,110 min,1
s4785,88 min,1
s4786,77 min,1
s4787,58 min,1
s4788,69 min,1
s4789,61 min,1
s4790,88 min,1
s4791,122 min,1
s4792,60 min,1
s4793,166 min,1
s4794,107 min,1
s4795,94 min,1
s4796,87 min,1
s4797,92 min,1
s4798,130 min,1
s4799,15 Seasons,2
s4800,88 min,1
s4801,128 min,1
s4802,96 min,1
s4803,94 min,1
s4804,69 min,1
s4805,1 Season,2
s4806,90 min,1
s4807,101 min,1
s4808,1 Season,2
s4809,77 min,1
s4810,1 Season,2
s4811,89 min,1
s4812,90 min,1
s4813,98 min,1
s4814,1 Season,2
s4815,66 min,1
s4816,1 Season,2
s4817,103 min,1
s4818,95 min,1
s4819,1 Season,2
s4820,89 min,1
s4821,74 min,1
s4822,2 Seasons,2
s4823,119 min,1
s4824,70 min,1
s4825,1 Season,2
s4826,121 min,1
s4827,106 min,1
s4828,74 min,1
s4829,106 min,1
s4830,113 min,1
s4831,119 min,1
s4832,1 Season,2
s4833,1 Season,2
s4834,100 min,1
s4835,110 min,1
s4836,66 min,1
s4837,1 Season,2
s4838,4 Seasons,2
s4839,2 Seasons,2
s4840,126 min,1
s4841,130 min,1
s4842,1 Season,2
s4843,110 min,1
s4844,85 min,1
s4845,4 Seasons,2
s4846,5 Seasons,2
s4847,1 Season,2
s4848,117 min,1
s4849,1 Season,2
s4850,63 min,1
s4851,94 min,1
s4852,74 min,1
s4853,3 Seasons,2
s4854,1 Season,2
s4855,58 min,1
s4856,117 min,1
s4857,1 Season,2
s4858,4 Seasons,2
s4859,89 min,1
s4860,66 min,1
s4861,158 min,1
s4862,100 min,1
s4863,1 Season,2
s4864,64 min,1
s4865,92 min,1
s4866,3 Seasons,2
s4867,63 min,1
s4868,1 Season,2
s4869,105 min,1
s4870,1 Season,2
s4871,67 min,1
s4872,91 min,1
s4873,92 min,1
s4874,87 min,1
s4875,1 Season,2
s4876,100 min,1
s4877,113 min,1
s4878,40 min,1
s4879,105 min,1
s4880,2 Seasons,2
s4881,94 min,1
s4882,109 min,1
s4883,99 min,1
s4884,89 min,1
s4885,92 min,1
s4886,105 min,1
s4887,130 min,1
s4888,69 min,1
s4889,98 min,1
s4890,90 min,1
s4891,65 min,1
s4892,92 min,1
s4893,19 min,1
s4894,25 min,1
s4895,22 min,1
s4896,40 min,1
s4897,22 min,1
s4898,24 min,1
s4899,1 Season,2
s4900,101 min,1
s4901,1 Season,2
s4902,90 min,1
s4903,96 min,1
s4904,1 Season,2
s4905,115 min,1
s4906,92 min,1
s4907,1 Season,2
s4908,93 min,1
s4909,2 Seasons,2
s4910,95 min,1
s4911,1 Season,2
s4912,105 min,1
s4913,117 min,1
s4914,1 Season,2
s4915,1 Season,2
s4916,66 min,1
s4917,97 min,1
s4918,78 min,1
s4919,102 min,1
s4920,62 min,1
s4921,97 min,1
s4922,105 min,1
s4923,79 min,1
s4924,90 min,1
s4925,1 Season,2
s4926,1 Season,2
s4927,1 Season,2
s4928,107 min,1
s4929,105 min,1
s4930,99 min,1
s4931,2 Seasons,2
s4932,108 min,1
s4933,66 min,1
s4934,1 Season,2
s4935,75 min,1
s4936,96 min,1
s4937,95 min,1
s4938,32 min,1
s4939,70 min,1
s4940,94 min,1
s4941,78 min,1
s4942,1 Season,2
s4943,3 Seasons,2
s4944,91 min,1
s4945,75 min,1
s4946,105 min,1
s4947,7 Seasons,2
s4948,96 min,1
s4949,132 min,1
s4950,1 Season,2
s4951,60 min,1
s4952,1 Season,2
s4953,171 min,1
s4954,116 min,1
s4955,169 min,1
s4956,134 min,1
s4957,159 min,1
s4958,2 Seasons,2
s4959,87 min,1
s4960,103 min,1
s4961,78 min,1
s4962,1 Season,2
s4963,62 min,1
s4964,97 min,1
s4965,12 Seasons,2
s4966,102 min,1
s4967,95 min,1
s4968,1 Season,2
s4969,1 Season,2
s4970,115 min,1
s4971,102 min,1
s4972,99 min,1
s4973,74 min,1
s4974,1 Season,2
s4975,100 min,1
s4976,150 min,1
s4977,2 Seasons,2
s4978,87 min,1
s4979,1 Season,2
s4980,88 min,1
s4981,1 Season,2
s4982,63 min,1
s4983,129 min,1
s4984,91 min,1
s4985,1 Season,2
s4986,1 Season,2
s4987,115 min,1
s4988,140 min,1
s4989,1 Season,2
s4990,79 min,1
s4991,104 min,1
s4992,1 Season,2
s4993,1 Season,2
s4994,121 min,1
s4995,1 Season,2
s4996,40 min,1
s4997,94 min,1
s4998,1 Season,2
s4999,58 min,1
s5000,78 min,1
s5001,1 Season,2
s5002,51 min,1
s5003,69 min,1
s5004,104 min,1
s5005,1 Season,2
s5006,59 min,1
s5007,94 min,1
s5008,166 min,1
s5009,155 min,1
s5010,145 min,1
s5011,106 min,1
s5012,94 min,1
s5013,127 min,1
s5014,87 min,1
s5015,185 min,1
s5016,75 min,1
s5017,89 min,1
s5018,81 min,1
s5019,47 min,1
s5020,46 min,1
s5021,125 min,1
s5022,160 min,1
s5023,110 min,1
s5024,69 min,1
s5025,67 min,1
s5026,105 min,1
s5027,1 Season,2
s5028,2 Seasons,2
s5029,127 min,1
s5030,1 Season,2
s5031,1 Season,2
s5032,109 min,1
s5033,2 Seasons,2
s5034,134 min,1
s5035,60 min,1
s5036,6 Seasons,2
s5037,1 Season,2
s5038,96 min,1
s5039,1 Season,2
s5040,65 min,1
s5041,133 min,1
s5042,96 min,1
s5043,95 min,1
s5044,24 min,1
s5045,97 min,1
s5046,65 min,1
s5047,1 Season,2
s5048,102 min,1
s5049,1 Season,2
s5050,53 min,1
s5051,116 min,1
s5052,102 min,1
s5053,86 min,1
s5054,117 min,1
s5055,8 Seasons,2
s5056,96 min,1
s5057,69 min,1
s5058,1 Season,2
s5059,108 min,1
s5060,102 min,1
s5061,61 min,1
s5062,57 min,1
s5063,49 min,1
s5064,6 Seasons,2
s5065,87 min,1
s5066,1 Season,2
s5067,59 min,1
s5068,63 min,1
s5069,69 min,1
s5070,2 Seasons,2
s5071,1 Season,2
s5072,62 min,1
s5073,108 min,1
s5074,95 min,1
s5075,99 min,1
s5076,1 Season,2
s5077,62 min,1
s5078,1 Season,2
s5079,60 min,1
s5080,147 min,1
s5081,153 min,1
s5082,87 min,1
s5083,2 Seasons,2
s5084,124 min,1
s5085,94 min,1
s5086,100 min,1
s5087,71 min,1
s5088,60 min,1
s5089,135 min,1
s5090,1 Season,2
s5091,5 Seasons,2
s5092,97 min,1
s5093,1 Season,2
s5094,86 min,1
s5095,91 min,1
s5096,1 Season,2
s5097,5 Seasons,2
s5098,3 Seasons,2
s5099,1 Season,2
s5100,1 Season,2
s5101,1 Season,2
s5102,82 min,1
s5103,102 min,1
s5104,1 Season,2
s5105,105 min,1
s5106,1 Season,2
s5107,106 min,1
s5108,91 min,1
s5109,61 min,1
s5110,1 Season,2
s5111,80 min,1
s5112,1 Season,2
s5113,1 Season,2
s5114,118 min,1
s5115,94 min,1
s5116,84 min,1
s5117,103 min,1
s5118,69 min,1
s5119,1 Season,2
s5120,2 Seasons,2
s5121,1 Season,2
s5122,105 min,1
s5123,128 min,1
s5124,86 min,1
s5125,109 min,1
s5126,1 Season,2
s5127,4 Seasons,2
s5128,70 min,1
s5129,1 Season,2
s5130,89 min,1
s5131,162 min,1
s5132,163 min,1
s5133,91 min,1
s5134,27 min,1
s5135,67 min,1
s5136,142 min,1
s5137,78 min,1
s5138,26 min,1
s5139,5 Seasons,2
s5140,1 Season,2
s5141,46 min,1
s5142,1 Season,2
s5143,81 min,1
s5144,119 min,1
s5145,1 Season,2
s5146,1 Season,2
s5147,99 min,1
s5148,4 Seasons,2
s5149,96 min,1
s5150,4 Seasons,2
s5151,3 Seasons,2
s5152,128 min,1
s5153,114 min,1
s5154,101 min,1
s5155,1 Season,2
s5156,1 Season,2
s5157,1 Season,2
s5158,1 Season,2
s5159,109 min,1
s5160,1 Season,2
s5161,51 min,1
s5162,61 min,1
s5163,73 min,1
s5164,92 min,1
s5165,94 min,1
s5166,6 Seasons,2
s5167,3 Seasons,2
s5168,135 min,1
s5169,1 Season,2
s5170,1 Season,2
s5171,1 Season,2
s5172,66 min,1
s5173,126 min,1
s5174,1 Season,2
s5175,2 Seasons,2
s5176,2 Seasons,2
s5177,54 min,1
s5178,100 min,1
s5179,2 Seasons,2
s5180,81 min,1
s5181,6 Seasons,2
s5182,123 min,1
s5183,144 min,1
s5184,153 min,1
s5185,1 Season,2
s5186,1 Season,2
s5187,141 min,1
s5188,104 min,1
s5189,97 min,1
s5190,82 min,1
s5191,98 min,1
s5192,1 Season,2
s5193,1 Season,2
s5194,1 Season,2
s5195,1 Season,2
s5196,1 Season,2
s5197,84 min,1
s5198,76 min,1
s5199,75 min,1
s5200,93 min,1
s5201,1 Season,2
s5202,98 min,1
s5203,91 min,1
s5204,168 min,1
s5205,68 min,1
s5206,1 Season,2
s5207,3 Seasons,2
s5208,103 min,1
s5209,2 Seasons,2
s5210,95 min,1
s5211,1 Season,2
s5212,82 min,1
s5213,94 min,1
s5214,66 min,1
s5215,135 min,1
s5216,1 Season,2
s5217,1 Season,2
s5218,144 min,1
s5219,90 min,1
s5220,1 Season,2
s5221,158 min,1
s5222,6 Seasons,2
s5223,83 min,1
s5224,102 min,1
s5225,52 min,1
s5226,110 min,1
s5227,85 min,1
s5228,113 min,1
s5229,88 min,1
s5230,89 min,1
s5231,59 min,1
s5232,1 Season,2
s5233,2 Seasons,2
s5234,106 min,1
s5235,66 min,1
s5236,135 min,1
s5237,1 Season,2
s5238,1 Season,2
s5239,93 min,1
s5240,79 min,1
s5241,107 min,1
s5242,47 min,1
s5243,1 Season,2
s5244,2 Seasons,2
s5245,4 Seasons,2
s5246,7 Seasons,2
s5247,1 Season,2
s5248,1 Season,2
s5249,118 min,1
s5250,81 min,1
s5251,1 Season,2
s5252,1 Season,2
s5253,103 min,1
s5254,40 min,1
s5255,1 Season,2
s5256,103 min,1
s5257,85 min,1
s5258,1 Season,2
s5259,2 Seasons,2
s5260,1 Season,2
s5261,104 min,1
s5262,82 min,1
s5263,4 Seasons,2
s5264,3 Seasons,2
s5265,112 min,1
s5266,102 min,1
s5267,101 min,1
s5268,119 min,1
s5269,62 min,1
s5270,64 min,1
s5271,137 min,1
s5272,108 min,1
s5273,2 Seasons,2
s5274,78 min,1
s5275,7 Seasons,2
s5276,40 min,1
s5277,71 min,1
s5278,99 min,1
s5279,1 Season,2
s5280,60 min,1
s5281,1 Season,2
s5282,78 min,1
s5283,98 min,1
s5284,70 min,1
s5285,1 Season,2
s5286,4 Seasons,2
s5287,1 Season,2
s5288,8 Seasons,2
s5289,1 Season,2
s5290,1 Season,2
s5291,148 min,1
s5292,54 min,1
s5293,92 min,1
s5294,107 min,1
s5295,90 min,1
s5296,135 min,1
s5297,151 min,1
s5298,1 Season,2
s5299,1 Season,2
s5300,1 Season,2
s5301,132 min,1
s5302,1 Season,2
s5303,95 min,1
s5304,162 min,1
s5305,163 min,1
s5306,3 Seasons,2
s5307,89 min,1
s5308,28 min,1
s5309,103 min,1
s5310,160 min,1
s5311,113 min,1
s5312,86 min,1
s5313,83 min,1
s5314,113 min,1
s5315,86 min,1
s5316,57 min,1
s5317,98 min,1
s5318,116 min,1
s5319,100 min,1
s5320,51 min,1
s5321,5 Seasons,2
s5322,1 Season,2
s5323,113 min,1
s5324,124 min,1
s5325,1 Season,2
s5326,63 min,1
s5327,56 min,1
s5328,1 Season,2
s5329,94 min,1
s5330,90 min,1
s5331,71 min,1
s5332,97 min,1
s5333,83 min,1
s5334,92 min,1
s5335,165 min,1
s5336,166 min,1
s5337,166 min,1
s5338,159 min,1
s5339,160 min,1
s5340,159 min,1
s5341,22 min,1
s5342,105 min,1
s5343,54 min,1
s5344,121 min,1
s5345,103 min,1
s5346,1 Season,2
s5347,129 min,1
s5348,1 Season,2
s5349,1 Season,2
s5350,1 Season,2
s5351,1 Season,2
s5352,95 min,1
s5353,1 Season,2
s5354,80 min,1
s5355,1 Season,2
s5356,1 Season,2
s5357,1 Season,2
s5358,67 min,1
s5359,84 min,1
s5360,97 min,1
s5361,1 Season,2
s5362,86 min,1
s5363,1 Season,2
s5364,5 Seasons,2
s5365,114 min,1
